# site=SYNTHETIC demo trace, Liguria-like coastal site (NOT measured data)
# latitude=44.05
# longitude=8.21
# source=tools/make_demo_trace.py seed=2023 (stand-in for the Open-Meteo archive)
# utc_offset_h=1.0
# start_local=2023-01-01T00:00
# unit:shortwave_radiation=W/m²
# kind:shortwave_radiation=preceding_mean
# unit:soil_moisture_0_to_7cm=m³/m³
# kind:soil_moisture_0_to_7cm=instant
# unit:temperature_2m=°C
# kind:temperature_2m=instant
# unit:relative_humidity_2m=%
# kind:relative_humidity_2m=instant
# unit:precipitation=mm
# kind:precipitation=preceding_mean
time,shortwave_radiation,soil_moisture_0_to_7cm,temperature_2m,relative_humidity_2m,precipitation
2023-01-02T09:00,3.7,0.4021,7.89,67.9,0
2023-01-02T10:00,16,0.3987,8.95,67.7,0
2023-01-02T11:00,28.9,0.3987,10.09,61.4,0
2023-01-02T12:00,90.7,0.3977,10.99,61.5,0
2023-01-02T13:00,118.5,0.399,12.74,54.1,0
2023-01-02T14:00,129.6,0.3988,13.07,56.3,0
2023-01-02T15:00,85.9,0.3998,13.07,56.4,0
2023-01-02T16:00,75.9,0.3968,13.94,46.2,0
2023-01-02T17:00,11.2,0.3966,13.35,59,0
2023-01-02T18:00,0,0.397,13.03,54.3,0
2023-01-02T19:00,0,0.395,12,61.7,0
2023-01-02T20:00,0,0.3955,11.22,58.6,0
2023-01-02T21:00,0,0.3956,8.84,65.2,0
2023-01-02T22:00,0,0.3953,7.63,66.8,0
2023-01-02T23:00,0,0.3998,6.17,69,0
2023-01-03T00:00,0,0.3943,4.79,76.1,0
2023-01-03T01:00,0,0.3905,3.89,71.1,0
2023-01-03T02:00,0,0.3957,3.17,70.5,0
2023-01-03T03:00,0,0.3964,3.96,74.9,0
2023-01-03T04:00,0,0.3956,2.93,75.4,0
2023-01-03T05:00,0,0.3963,3.91,72.8,0
2023-01-03T06:00,0,0.3948,4.95,74.1,0
2023-01-03T07:00,0,0.3965,6.12,73.8,0
2023-01-03T08:00,0,0.3963,6.97,72.1,0
2023-01-03T09:00,4.7,0.394,7.75,64.3,0
2023-01-03T10:00,43.4,0.3939,8.7,69.6,0
2023-01-03T11:00,93.4,0.3963,10.44,60.2,0
2023-01-03T12:00,123.5,0.3916,11.13,58.4,0
2023-01-03T13:00,176.6,0.3919,12.12,58.6,0
2023-01-03T14:00,158.7,0.3946,12.45,53.6,0
2023-01-03T15:00,119.5,0.3917,11.99,55.8,0
2023-01-03T16:00,53.3,0.3917,12.5,55.3,0
2023-01-03T17:00,14.2,0.3906,11.99,58.9,0
2023-01-03T18:00,0,0.3891,11.46,62,0
2023-01-03T19:00,0,0.3913,9.44,67,0
2023-01-03T20:00,0,0.3896,7.99,67.3,0
2023-01-03T21:00,0,0.3893,6.54,75.8,0
2023-01-03T22:00,0,0.3926,5.6,75.9,0
2023-01-03T23:00,0,0.3885,4.09,72.5,0
2023-01-04T00:00,0,0.3891,3.56,70.2,0
2023-01-04T01:00,0,0.3908,3.92,76.8,0
2023-01-04T02:00,0,0.3876,2.76,77.5,0
2023-01-04T03:00,0,0.4068,0.32,97.5,1.24
2023-01-04T04:00,0,0.4044,3.83,73.7,0
2023-01-04T05:00,0,0.4003,4.35,77.9,0
2023-01-04T06:00,0,0.3998,5.18,72.7,0
2023-01-04T07:00,0,0.4084,3.89,96.9,0.37
2023-01-04T08:00,0,0.4032,7.4,62.4,0
2023-01-04T09:00,10.2,0.4027,8.28,67.4,0
2023-01-04T10:00,79.6,0.4012,10.45,57.7,0
2023-01-04T11:00,148.6,0.3999,12.72,53.9,0
2023-01-04T12:00,180.2,0.4006,13.8,55.1,0
2023-01-04T13:00,257.4,0.3997,14.48,51.2,0
2023-01-04T14:00,244.9,0.4058,12.71,72,0.6
2023-01-04T15:00,168.4,0.4012,14.8,52.9,0
2023-01-04T16:00,96.1,0.4035,14.23,47.4,0
2023-01-04T17:00,20.5,0.3992,13.29,54.4,0
2023-01-04T18:00,0,0.4035,12.34,55.5,0
2023-01-04T19:00,0,0.4059,8.18,85.2,0.53
2023-01-04T20:00,0,0.4053,7.88,60.2,0
2023-01-04T21:00,0,0.4003,6.77,69.8,0
2023-01-04T22:00,0,0.4002,4.68,74.9,0
2023-01-04T23:00,0,0.3995,3.21,73.6,0
2023-01-05T00:00,0,0.4793,0.55,100,9.31
2023-01-05T01:00,0,0.4518,2.49,78.1,0
2023-01-05T02:00,0,0.4332,2.2,80.8,0
2023-01-05T03:00,0,0.4224,1.94,78.9,0
2023-01-05T04:00,0,0.4137,2.28,73.4,0
2023-01-05T05:00,0,0.4117,2.99,72.6,0
2023-01-05T06:00,0,0.4044,3.53,76.9,0
2023-01-05T07:00,0,0.4049,5.32,67.6,0
2023-01-05T08:00,0,0.401,5.8,68.1,0
2023-01-05T09:00,1.1,0.4826,5.44,87.2,14.65
2023-01-05T10:00,8,0.4521,8.85,64.4,0
2023-01-05T11:00,44.1,0.4475,8.51,84.5,1.07
2023-01-05T12:00,90.1,0.4306,12.2,56.4,0
2023-01-05T13:00,42.3,0.4825,9.89,81.5,5.95
2023-01-05T14:00,17.6,0.4526,11.83,52.4,0
2023-01-05T15:00,70.2,0.4814,10.79,80.2,8
2023-01-05T16:00,59.2,0.4536,13.26,56.1,0
2023-01-05T17:00,11.9,0.4341,12.56,60.8,0
2023-01-05T18:00,0,0.4208,10.65,58.4,0
2023-01-05T19:00,0,0.4119,8.76,61.7,0
2023-01-05T20:00,0,0.4105,7.66,66.6,0
2023-01-05T21:00,0,0.4059,6.62,74.8,0
2023-01-05T22:00,0,0.4048,5.47,72.8,0
2023-01-05T23:00,0,0.4026,4.51,72.9,0
2023-01-06T00:00,0,0.4019,2.8,75.8,0
2023-01-06T01:00,0,0.4002,1.67,82.5,0
2023-01-06T02:00,0,0.4011,0.3,77.8,0
2023-01-06T03:00,0,0.4021,1.36,79.5,0
2023-01-06T04:00,0,0.3996,1.2,83.5,0
2023-01-06T05:00,0,0.4004,2.41,80.4,0
2023-01-06T06:00,0,0.3982,4.14,76.8,0
2023-01-06T07:00,0,0.3981,5.07,73.4,0
2023-01-06T08:00,0,0.3967,6.2,70.5,0
2023-01-06T09:00,14,0.4002,8.09,61.9,0
2023-01-06T10:00,113.9,0.4009,10.61,60.8,0
2023-01-06T11:00,189.1,0.3988,11.67,57,0
2023-01-06T12:00,246.2,0.3977,12.95,57.3,0
2023-01-06T13:00,283.9,0.397,13.52,52.8,0
2023-01-06T14:00,244.6,0.3952,14.57,51.1,0
2023-01-06T15:00,199.3,0.3962,15.08,46,0
2023-01-06T16:00,133,0.3942,14.41,55.9,0
2023-01-06T17:00,22.9,0.3955,12.72,52.8,0
2023-01-06T18:00,0,0.3953,11.34,58.2,0
2023-01-06T19:00,0,0.3963,9.91,57.7,0
2023-01-06T20:00,0,0.3936,8,68.9,0
2023-01-06T21:00,0,0.3946,6.49,64.4,0
2023-01-06T22:00,0,0.3966,4.12,74.1,0
2023-01-06T23:00,0,0.3949,3.5,82.2,0
2023-01-07T00:00,0,0.3937,2.52,76.3,0
2023-01-07T01:00,0,0.3912,1.93,79.4,0
2023-01-07T02:00,0,0.393,1.75,83.5,0
2023-01-07T03:00,0,0.3936,1.59,82.6,0
2023-01-07T04:00,0,0.3923,2.28,75.8,0
2023-01-07T05:00,0,0.389,1.48,81,0
2023-01-07T06:00,0,0.3908,2.59,78,0
2023-01-07T07:00,0,0.3896,3.26,77.9,0
2023-01-07T08:00,0,0.3923,5.03,74.4,0
2023-01-07T09:00,8.1,0.3898,6.03,74.9,0
2023-01-07T10:00,66.2,0.3893,7.44,67.1,0
2023-01-07T11:00,99.9,0.3925,9.2,63.5,0
2023-01-07T12:00,139.8,0.389,10.12,59.9,0
2023-01-07T13:00,162.6,0.3897,11.45,55.3,0
2023-01-07T14:00,123.8,0.3901,12.12,55.1,0
2023-01-07T15:00,73.7,0.3907,12.06,57.9,0
2023-01-07T16:00,66.7,0.3885,13.71,52,0
2023-01-07T17:00,21.8,0.3893,13.53,55.2,0
2023-01-07T18:00,0,0.3894,11.98,52.8,0
2023-01-07T19:00,0,0.3905,11.65,62.6,0
2023-01-07T20:00,0,0.3888,10.02,60.5,0
2023-01-07T21:00,0,0.3872,8.28,67.5,0
2023-01-07T22:00,0,0.3862,7.69,70.8,0
2023-01-07T23:00,0,0.3894,5.56,74.3,0
2023-01-08T00:00,0,0.3882,4.18,73.7,0
2023-01-08T01:00,0,0.3892,3.8,76.9,0
2023-01-08T02:00,0,0.3867,2.25,77.3,0
2023-01-08T03:00,0,0.3874,1.73,75.2,0
2023-01-08T04:00,0,0.3851,1.91,84.8,0
2023-01-08T05:00,0,0.3894,3.23,77.7,0
2023-01-08T06:00,0,0.3862,4.32,78.4,0
2023-01-08T07:00,0,0.3846,6.49,68.2,0
2023-01-08T08:00,0,0.3859,7.68,62.9,0
2023-01-08T09:00,10.8,0.3844,9.63,64,0
2023-01-08T10:00,76.6,0.3853,11.16,62.3,0
2023-01-08T11:00,165.7,0.3855,12.93,56.9,0
2023-01-08T12:00,169.5,0.3829,14.36,47.1,0
2023-01-08T13:00,193,0.3829,15.6,46.5,0
2023-01-08T14:00,236.8,0.3826,16.34,49,0
2023-01-08T15:00,164.7,0.3827,16.03,45.8,0
2023-01-08T16:00,69.7,0.383,14.63,52.1,0
2023-01-08T17:00,14.8,0.3813,13.22,54.4,0
2023-01-08T18:00,0,0.3807,11.8,55.7,0
2023-01-08T19:00,0,0.3837,10.42,63.5,0
2023-01-08T20:00,0,0.3814,9.14,60.1,0
2023-01-08T21:00,0,0.3811,8.11,73.9,0
2023-01-08T22:00,0,0.3812,6.73,67.6,0
2023-01-08T23:00,0,0.3828,4.56,70.4,0
2023-01-09T00:00,0,0.3832,3.98,75.3,0
2023-01-09T01:00,0,0.38,3.82,75.7,0
2023-01-09T02:00,0,0.3811,2.83,81.8,0
2023-01-09T03:00,0,0.3776,1.84,78.6,0
2023-01-09T04:00,0,0.38,1.29,80.6,0
2023-01-09T05:00,0,0.3841,2.43,77.5,0
2023-01-09T06:00,0,0.3777,3.15,78.6,0
2023-01-09T07:00,0,0.3786,4.67,68.5,0
2023-01-09T08:00,0,0.3776,5.53,74.8,0
2023-01-09T09:00,6.8,0.3812,6.72,62.6,0
2023-01-09T10:00,44.6,0.3804,9,68.1,0
2023-01-09T11:00,50.1,0.3793,10.55,55.3,0
2023-01-09T12:00,76.4,0.379,11.6,56.8,0
2023-01-09T13:00,134.9,0.3781,12.11,54.4,0
2023-01-09T14:00,123.5,0.3789,13.21,52.4,0
2023-01-09T15:00,69.6,0.3781,12.28,56.6,0
2023-01-09T16:00,61.7,0.3765,12.59,56.5,0
2023-01-09T17:00,11,0.3787,12.08,55.1,0
2023-01-09T18:00,0,0.3747,11.59,61.5,0
2023-01-09T19:00,0,0.3777,10.81,58.4,0
2023-01-09T20:00,0,0.3754,9.8,61.7,0
2023-01-09T21:00,0,0.3763,8.72,64.8,0
2023-01-09T22:00,0,0.3761,6.92,71,0
2023-01-09T23:00,0,0.3751,4.58,74.5,0
2023-01-10T00:00,0,0.3782,1.92,82,0
2023-01-10T01:00,0,0.3752,1.37,80,0
2023-01-10T02:00,0,0.3766,0.87,73,0
2023-01-10T03:00,0,0.374,-0.97,87.2,0
2023-01-10T04:00,0,0.375,-0.16,85.5,0
2023-01-10T05:00,0,0.3753,0.47,85.1,0
2023-01-10T06:00,0,0.3733,1.22,76.5,0
2023-01-10T07:00,0,0.373,2.77,75.5,0
2023-01-10T08:00,0,0.3737,4.69,76.1,0
2023-01-10T09:00,11.6,0.3731,5.25,75.5,0
2023-01-10T10:00,55.3,0.3726,6.61,64.6,0
2023-01-10T11:00,97.8,0.373,7.7,67.7,0
2023-01-10T12:00,109.6,0.3728,8.35,64.3,0
2023-01-10T13:00,105.6,0.3735,8.94,67,0
2023-01-10T14:00,91.9,0.3746,9.24,61.7,0
2023-01-10T15:00,99.3,0.3726,9.72,65.4,0
2023-01-10T16:00,41.8,0.3716,9.04,63.4,0
2023-01-10T17:00,14.1,0.3718,9.26,60.2,0
2023-01-10T18:00,0,0.3738,8.4,64.5,0
2023-01-10T19:00,0,0.3729,6.92,68,0
2023-01-10T20:00,0,0.3675,5.83,69,0
2023-01-10T21:00,0,0.3709,4.17,71.3,0
2023-01-10T22:00,0,0.3696,2.91,76.6,0
2023-01-10T23:00,0,0.37,0.68,81.4,0
2023-01-11T00:00,0,0.3703,-1.52,88,0
2023-01-11T01:00,0,0.3684,-3.03,88.6,0
2023-01-11T02:00,0,0.3707,-4.25,93.1,0
2023-01-11T03:00,0,0.3709,-4.66,94.3,0
2023-01-11T04:00,0,0.3709,-3.97,88.7,0
2023-01-11T05:00,0,0.369,-2.2,86.8,0
2023-01-11T06:00,0,0.3674,-0.48,82.4,0
2023-01-11T07:00,0,0.3678,1.11,81.9,0
2023-01-11T08:00,0,0.3718,3.35,78,0
2023-01-11T09:00,24.3,0.3684,5.23,72,0
2023-01-11T10:00,135.9,0.3658,6.81,71.1,0
2023-01-11T11:00,223.6,0.3678,8.71,66.1,0
2023-01-11T12:00,303.5,0.3664,9.92,60.6,0
2023-01-11T13:00,287.5,0.3639,11.08,56.6,0
2023-01-11T14:00,252.1,0.3656,11.78,54.3,0
2023-01-11T15:00,224.2,0.3653,12.32,53.2,0
2023-01-11T16:00,111.7,0.3652,11.46,56.9,0
2023-01-11T17:00,31.4,0.3645,11.08,57.4,0
2023-01-11T18:00,0,0.3644,10.43,66,0
2023-01-11T19:00,0,0.3692,9.09,66.8,0
2023-01-11T20:00,0,0.3663,7.82,62.1,0
2023-01-11T21:00,0,0.3648,5.48,68.8,0
2023-01-11T22:00,0,0.3627,4.17,74,0
2023-01-11T23:00,0,0.3611,2.86,77.5,0
2023-01-12T00:00,0,0.3626,2.99,78.1,0
2023-01-12T01:00,0,0.3637,1.95,76.7,0
2023-01-12T02:00,0,0.3651,1.62,80.9,0
2023-01-12T03:00,0,0.3584,0.64,82.9,0
2023-01-12T04:00,0,0.3614,0.76,82.4,0
2023-01-12T05:00,0,0.3627,0.79,80.9,0
2023-01-12T06:00,0,0.3633,1.35,80.2,0
2023-01-12T07:00,0,0.3618,2.51,77.3,0
2023-01-12T08:00,0,0.3594,4.33,76.1,0
2023-01-12T09:00,21.3,0.361,6.58,68.9,0
2023-01-12T10:00,107.7,0.36,7.73,69.8,0
2023-01-12T11:00,207.1,0.3621,9.36,59.8,0
2023-01-12T12:00,198.6,0.3622,9.31,63,0
2023-01-12T13:00,173.7,0.3611,9.74,61.4,0
2023-01-12T14:00,168,0.3588,10.71,59,0
2023-01-12T15:00,146.2,0.361,11.43,61.3,0
2023-01-12T16:00,80.8,0.3601,11.77,63.6,0
2023-01-12T17:00,18.8,0.3614,10.95,63.7,0
2023-01-12T18:00,0,0.3591,10.49,60.4,0
2023-01-12T19:00,0,0.3581,8.49,65.6,0
2023-01-12T20:00,0,0.3586,7.14,63.7,0
2023-01-12T21:00,0,0.3556,5.57,66.9,0
2023-01-12T22:00,0,0.3569,4.74,67.7,0
2023-01-12T23:00,0,0.3576,3.73,74.7,0
2023-01-13T00:00,0,0.3583,3.06,79.5,0
2023-01-13T01:00,0,0.3575,1.15,79.2,0
2023-01-13T02:00,0,0.3572,0.93,84.1,0
2023-01-13T03:00,0,0.3568,1.71,75.5,0
2023-01-13T04:00,0,0.3544,0.62,86.3,0
2023-01-13T05:00,0,0.3597,1.57,78.8,0
2023-01-13T06:00,0,0.3574,2.14,81.2,0
2023-01-13T07:00,0,0.3556,3.21,76.4,0
2023-01-13T08:00,0,0.3587,4.93,65.8,0
2023-01-13T09:00,15.1,0.354,5.87,69,0
2023-01-13T10:00,77.9,0.3569,7.92,69.5,0
2023-01-13T11:00,161,0.3551,9.21,60.9,0
2023-01-13T12:00,235.5,0.3567,11.11,56.7,0
2023-01-13T13:00,239.2,0.3547,12.84,50,0
2023-01-13T14:00,158.4,0.3527,12.7,47.7,0
2023-01-13T15:00,111.2,0.3498,12.82,52.7,0
2023-01-13T16:00,86.4,0.3514,13.46,53.3,0
2023-01-13T17:00,17.8,0.3543,11.59,59.2,0
2023-01-13T18:00,0,0.3544,10.88,60.4,0
2023-01-13T19:00,0,0.3507,10.55,62.6,0
2023-01-13T20:00,0,0.3503,8.52,64.9,0
2023-01-13T21:00,0,0.3512,7.09,65.2,0
2023-01-13T22:00,0,0.3514,5.92,73.1,0
2023-01-13T23:00,0,0.3526,4.4,70.2,0
2023-01-14T00:00,0,0.3536,4.28,78.5,0
2023-01-14T01:00,0,0.3513,3.42,71.1,0
2023-01-14T02:00,0,0.3533,1.67,79.6,0
2023-01-14T03:00,0,0.3515,0.7,83.2,0
2023-01-14T04:00,0,0.3508,0.53,87.1,0
2023-01-14T05:00,0,0.3501,1.69,81.4,0
2023-01-14T06:00,0,0.3497,2.55,76.1,0
2023-01-14T07:00,0,0.3534,2.98,75.3,0
2023-01-14T08:00,0,0.3518,5.5,71.1,0
2023-01-14T09:00,1.4,0.3502,5.99,71.4,0
2023-01-14T10:00,43.3,0.35,7.16,70,0
2023-01-14T11:00,38.2,0.3479,8.58,63.8,0
2023-01-14T12:00,45.3,0.3491,9.37,62.2,0
2023-01-14T13:00,62.9,0.3498,10.73,60.8,0
2023-01-14T14:00,84.1,0.353,11.81,55.3,0
2023-01-14T15:00,42.6,0.3466,11.08,61.7,0
2023-01-14T16:00,23.1,0.3486,11.63,56.3,0
2023-01-14T17:00,16.9,0.3463,11.5,64.8,0
2023-01-14T18:00,0,0.3474,10.5,59.2,0
2023-01-14T19:00,0,0.3489,9.94,63.3,0
2023-01-14T20:00,0,0.3495,8.77,63.3,0
2023-01-14T21:00,0,0.3475,7.48,63.3,0
2023-01-14T22:00,0,0.3472,6.12,67.5,0
2023-01-14T23:00,0,0.3479,5.47,73.8,0
2023-01-15T00:00,0,0.3482,5.36,79.1,0
2023-01-15T01:00,0,0.3484,4.37,76.5,0
2023-01-15T02:00,0,0.347,3.66,76,0
2023-01-15T03:00,0,0.3457,2.85,74.8,0
2023-01-15T04:00,0,0.348,1.68,79.4,0
2023-01-15T05:00,0,0.3439,3.56,78.8,0
2023-01-15T06:00,0,0.3464,4.02,68.7,0
2023-01-15T07:00,0,0.3475,4.54,71.4,0
2023-01-15T08:00,0,0.3459,6.01,70.4,0
2023-01-15T09:00,13,0.3436,7.37,60.9,0
2023-01-15T10:00,52.3,0.3458,8.67,63.5,0
2023-01-15T11:00,72,0.3423,9.88,57.9,0
2023-01-15T12:00,59.8,0.3457,10.6,59.1,0
2023-01-15T13:00,58.4,0.3447,11.14,61.8,0
2023-01-15T14:00,29,0.3443,10.95,63.1,0
2023-01-15T15:00,42.7,0.3426,11.78,56,0
2023-01-15T16:00,48.1,0.3454,11.15,56.3,0
2023-01-15T17:00,16.8,0.344,11.19,56.1,0
2023-01-15T18:00,0,0.3445,9.84,63.3,0
2023-01-15T19:00,0,0.3428,8.27,67.4,0
2023-01-15T20:00,0,0.3432,7.14,62.7,0
2023-01-15T21:00,0,0.3454,5.94,74.1,0
2023-01-15T22:00,0,0.3434,5.86,68,0
2023-01-15T23:00,0,0.3426,4.44,71.6,0
2023-01-16T00:00,0,0.3413,3.64,74.7,0
2023-01-16T01:00,0,0.3442,4.55,74.1,0
2023-01-16T02:00,0,0.344,4.65,70.8,0
2023-01-16T03:00,0,0.3449,3.21,74.3,0
2023-01-16T04:00,0,0.3421,2.84,78.3,0
2023-01-16T05:00,0,0.3423,3.27,77.2,0
2023-01-16T06:00,0,0.3412,2.71,77.5,0
2023-01-16T07:00,0,0.3406,4.07,72,0
2023-01-16T08:00,0,0.3411,5.98,67.9,0
2023-01-16T09:00,4.1,0.3392,7.53,61.8,0
2023-01-16T10:00,8.7,0.341,8.61,69.9,0
2023-01-16T11:00,14.6,0.3423,9.5,62.2,0
2023-01-16T12:00,38.6,0.3419,11.47,59.7,0
2023-01-16T13:00,20.3,0.3405,12.09,52,0
2023-01-16T14:00,19.1,0.3427,13.23,56.2,0
2023-01-16T15:00,15.7,0.3424,12.76,53.3,0
2023-01-16T16:00,31.9,0.3406,12.14,57.3,0
2023-01-16T17:00,8.9,0.3375,12.08,57.1,0
2023-01-16T18:00,0,0.3391,12.28,52.4,0
2023-01-16T19:00,0,0.3394,12.15,54.5,0
2023-01-16T20:00,0,0.3408,11.44,59.8,0
2023-01-16T21:00,0,0.3389,9.63,67.3,0
2023-01-16T22:00,0,0.3382,8,61.2,0
2023-01-16T23:00,0,0.3373,6.7,67.8,0
2023-01-17T00:00,0,0.3395,4.18,71.9,0
2023-01-17T01:00,0,0.339,2.86,73.4,0
2023-01-17T02:00,0,0.338,2.93,74.6,0
2023-01-17T03:00,0,0.3396,2.68,77.2,0
2023-01-17T04:00,0,0.3358,1.25,84.9,0
2023-01-17T05:00,0,0.3395,1.97,78.7,0
2023-01-17T06:00,0,0.3387,4.26,71.8,0
2023-01-17T07:00,0,0.3396,6.23,72.3,0
2023-01-17T08:00,0,0.3385,7.17,66.5,0
2023-01-17T09:00,23.8,0.3366,8.23,67,0
2023-01-17T10:00,109,0.3369,9.36,60.1,0
2023-01-17T11:00,198.9,0.3374,11.44,57.6,0
2023-01-17T12:00,203.9,0.3349,13.44,55.4,0
2023-01-17T13:00,231,0.3343,14.17,54.3,0
2023-01-17T14:00,232.9,0.3345,14.77,48.7,0
2023-01-17T15:00,189.8,0.3353,14.6,55.4,0
2023-01-17T16:00,124.5,0.3352,13.27,49,0
2023-01-17T17:00,49.1,0.3315,13.78,51.8,0
2023-01-17T18:00,0,0.332,12.39,57.7,0
2023-01-17T19:00,0,0.3331,10.49,63.7,0
2023-01-17T20:00,0,0.3313,9.13,65.8,0
2023-01-17T21:00,0,0.3321,6.67,67.7,0
2023-01-17T22:00,0,0.3338,4.81,77,0
2023-01-17T23:00,0,0.3306,3.56,73.9,0
2023-01-18T00:00,0,0.3338,1.67,87.3,0
2023-01-18T01:00,0,0.3347,0.81,77.6,0
2023-01-18T02:00,0,0.3315,0.3,81.7,0
2023-01-18T03:00,0,0.332,0.4,82.4,0
2023-01-18T04:00,0,0.3326,1.7,78,0
2023-01-18T05:00,0,0.3318,2.38,78.2,0
2023-01-18T06:00,0,0.3307,3.51,74.3,0
2023-01-18T07:00,0,0.3305,3.98,75.7,0
2023-01-18T08:00,0,0.3303,5.63,71,0
2023-01-18T09:00,23.4,0.3335,5.96,67.1,0
2023-01-18T10:00,109.1,0.3319,7.99,67.2,0
2023-01-18T11:00,163.1,0.3291,9.42,61.3,0
2023-01-18T12:00,222.7,0.3313,10.71,64.8,0
2023-01-18T13:00,245.5,0.3284,11.65,57.1,0
2023-01-18T14:00,187.3,0.3288,12.19,58.2,0
2023-01-18T15:00,230.7,0.3278,13.24,56.6,0
2023-01-18T16:00,130.3,0.3274,12.98,58.9,0
2023-01-18T17:00,55.6,0.3307,12.82,59.6,0
2023-01-18T18:00,0,0.3298,11.82,55.1,0
2023-01-18T19:00,0,0.3274,10.04,61.8,0
2023-01-18T20:00,0,0.3272,7.71,64.1,0
2023-01-18T21:00,0,0.3262,5.52,68.8,0
2023-01-18T22:00,0,0.3268,3.05,75.9,0
2023-01-18T23:00,0,0.3268,1.05,80.4,0
2023-01-19T00:00,0,0.3275,1.39,74.3,0
2023-01-19T01:00,0,0.3261,-0.04,83.7,0
2023-01-19T02:00,0,0.3261,0.27,80.6,0
2023-01-19T03:00,0,0.3274,0.25,83.8,0
2023-01-19T04:00,0,0.3267,0.36,83.5,0
2023-01-19T05:00,0,0.3277,0.88,86.5,0
2023-01-19T06:00,0,0.3239,3.42,73,0
2023-01-19T07:00,0,0.3258,4.98,71.5,0
2023-01-19T08:00,0,0.3249,5.63,75.6,0
2023-01-19T09:00,6.4,0.3264,6.16,69.8,0
2023-01-19T10:00,34.9,0.3287,7.68,65,0
2023-01-19T11:00,80.4,0.3235,9.57,57.4,0
2023-01-19T12:00,66.4,0.3233,11,63,0
2023-01-19T13:00,141.8,0.3262,11.98,52.8,0
2023-01-19T14:00,168.1,0.3258,13.03,51.3,0
2023-01-19T15:00,116.9,0.3225,12.74,50.9,0
2023-01-19T16:00,41.6,0.3243,12.79,56.1,0
2023-01-19T17:00,14.9,0.3239,11.86,64,0
2023-01-19T18:00,0,0.3191,11.11,58.2,0
2023-01-19T19:00,0,0.323,9.13,64.8,0
2023-01-19T20:00,0,0.3242,5.76,92.3,0.15
2023-01-19T21:00,0,0.3248,6.03,72.2,0
2023-01-19T22:00,0,0.3245,5.37,72.4,0
2023-01-19T23:00,0,0.3246,2.17,99.5,0.01
2023-01-20T00:00,0,0.3267,2.97,77.2,0
2023-01-20T01:00,0,0.3251,1.77,83,0
2023-01-20T02:00,0,0.3223,1.4,78.1,0
2023-01-20T03:00,0,0.3233,0.83,81.7,0
2023-01-20T04:00,0,0.3223,1.11,80.4,0
2023-01-20T05:00,0,0.3238,1.37,83.1,0
2023-01-20T06:00,0,0.3241,1.55,81.9,0
2023-01-20T07:00,0,0.323,2.9,79.9,0
2023-01-20T08:00,0,0.3227,4.24,71.3,0
2023-01-20T09:00,14.2,0.324,2.89,89.8,0.18
2023-01-20T10:00,76.2,0.3277,7.15,71.4,0
2023-01-20T11:00,195.1,0.3247,7.17,84.2,0.01
